date,price,total_volume,market_cap,coin_name
2017-09-16 00:00:00.000,0.10725062436515388,1.0512233074868058,10725062.436515387,BNB
2017-09-17 00:00:00.000,0.15404129090981247,14.678587222975718,15404129.090981247,BNB
2017-09-18 00:00:00.000,0.17349123907271635,6.001766937705406,17349123.907271635,BNB
2017-09-19 00:00:00.000,0.16833419058267893,3.878927406543514,16833419.05826789,BNB
2017-09-20 00:00:00.000,0.16662792485643602,40.68761859734107,16662792.485643603,BNB
2017-09-21 00:00:00.000,0.09581702729678905,20.56770180249738,9581702.729678905,BNB
2017-09-22 00:00:00.000,0.09421298085257275,135.88034679041334,9421298.085257275,BNB
2017-09-23 00:00:00.000,0.08828963159130229,0.7930862653511168,8828963.159130229,BNB
2017-09-24 00:00:00.000,0.08545453920539132,0.7690987855933964,8545453.920539133,BNB
2017-09-25 00:00:00.000,0.10250635359918353,9.105908242854628,10250635.359918352,BNB
2017-09-26 00:00:00.000,0.08965780221748919,18.19319371023182,8965780.221748918,BNB
2017-09-27 00:00:00.000,0.11505513150836992,59.554010277035594,11505513.150836991,BNB
2017-09-28 00:00:00.000,0.13955236709152263,305.1864817562295,13955236.709152265,BNB
2017-09-29 00:00:00.000,0.1321732878720941,2.619859439046117,13217328.787209408,BNB
2017-09-30 00:00:00.000,0.1719116468013488,204.6420957603784,17191164.68013488,BNB
2017-10-01 00:00:00.000,0.10116815717399875,123.59107846328659,10116815.717399877,BNB
2017-10-02 00:00:00.000,0.10787364049011647,14.443285103994638,10787364.049011648,BNB
2017-10-03 00:00:00.000,0.12443238401115728,42.0851710960265,12443238.401115727,BNB
2017-10-04 00:00:00.000,0.12880576985340142,7.21632856702682,12880576.98534014,BNB
2017-10-05 00:00:00.000,0.13059917950937042,3.0872511129145233,13059917.950937042,BNB
2017-10-06 00:00:00.000,0.1356434738726733,3.129625354824145,13564347.38726733,BNB
2017-10-07 00:00:00.000,0.12937532581472053,0.7178009459996548,12937532.581472054,BNB
2017-10-08 00:00:00.000,0.12993885109848466,0.7209275003038341,12993885.109848468,BNB
2017-10-10 00:00:00.000,0.14007954967446368,8.46500718682784,14007954.967446368,BNB
2017-10-11 00:00:00.000,0.21645282378830932,183.74126357748295,21645282.378830932,BNB
2017-10-12 00:00:00.000,0.23970960381587386,3266.9173942033,23970960.381587386,BNB
2017-10-13 00:00:00.000,0.22988972432827995,55.335049430308516,22988972.432827994,BNB
2017-10-14 00:00:00.000,0.1121645203777135,22.472336958482153,11216452.03777135,BNB
2017-10-15 00:00:00.000,0.10973221368088956,1.8654476325751226,10973221.368088957,BNB
2017-10-16 00:00:00.000,0.18386163398446437,1302.8934556494728,18386163.398446437,BNB
2017-10-17 00:00:00.000,0.10929078576844647,27.431970516994223,10929078.576844648,BNB
2017-10-18 00:00:00.000,0.10849999581293626,5.967510520540022,10849999.581293626,BNB
2017-10-19 00:00:00.000,0.03981769718799225,57.41791124621551,3981769.7187992255,BNB
2017-10-20 00:00:00.000,0.10113758538588118,0.8091006830870494,10014036.879397638,BNB
2017-10-21 00:00:00.000,0.09851665772011535,0.8866499194810381,9754528.347499501,BNB
2017-10-22 00:00:00.000,0.044005391258782556,16.388411602299,4357149.810097096,BNB
2017-10-23 00:00:00.000,0.059659430236330725,20.270269541538465,5907118.82542005,BNB
2017-10-25 00:00:00.000,0.0869993407992432,27.945035042350813,8614152.729896264,BNB
2017-10-26 00:00:00.000,0.045946645370719366,9.40198248237758,4549361.144736407,BNB
2017-10-27 00:00:00.000,0.04672392982233654,4.15928022923269,4626323.18742883,BNB
2017-10-28 00:00:00.000,0.04674182044886063,3.693454616152237,4628094.609923487,BNB
2017-10-29 00:00:00.000,0.04937421879741596,2.362117554112693,4888738.900007344,BNB
2017-10-30 00:00:00.000,1.2990185938541823,2366136.909424559,128621027.051878,BNB
2017-10-31 00:00:00.000,1.289131969568573,3364798.05303072,127642112.83486268,BNB
2017-11-01 00:00:00.000,1.2560132082341102,2105110.8644101056,124362891.80009219,BNB
2017-11-02 00:00:00.000,1.296947847082764,3545674.600832379,128415994.1310528,BNB
2017-11-03 00:00:00.000,1.4677175916390695,3208792.7785417736,145324589.61855084,BNB
2017-11-04 00:00:00.000,1.6259444665637772,4666853.022526658,160991265.41234583,BNB
2017-11-05 00:00:00.000,1.5369392859933428,2709302.5542377727,152178506.46334484,BNB
2017-11-06 00:00:00.000,1.6053159095699763,4669237.560842866,158948749.47016165,BNB
2017-11-07 00:00:00.000,1.8126235392322847,6148040.166284179,179475107.11354542,BNB
2017-11-08 00:00:00.000,2.03370247093617,13176873.458877586,201365016.4572739,BNB
2017-11-09 00:00:00.000,2.034664110158284,11367249.922029044,201460232.20321235,BNB
2017-11-10 00:00:00.000,1.8070169067430286,7770039.2443435555,178919972.00425422,BNB
2017-11-11 00:00:00.000,1.6915633452049705,5531033.5239018835,167488453.06212497,BNB
2017-11-12 00:00:00.000,1.524949741792881,9288920.952425143,150991373.7338803,BNB
2017-11-13 00:00:00.000,1.6739537350179436,6612122.249519327,165744855.11906666,BNB
2017-11-14 00:00:00.000,1.58246676881987,743952.339261882,156686364.647931,BNB
2017-11-15 00:00:00.000,1.52243686388942,4445617.40197932,150742563.641147,BNB
2017-11-16 00:00:00.000,1.59569777786549,5430129.00683232,157996419.777573,BNB
2017-11-17 00:00:00.000,1.51454613875746,4107948.52848623,149961271.382931,BNB
2017-11-18 00:00:00.000,1.67240752925033,4749664.50591603,165591759.101192,BNB
2017-11-19 00:00:00.000,1.60129507521577,4583141.58979331,158550630.577414,BNB
2017-11-20 00:00:00.000,1.62070853606007,3663548.04936528,160472834.989452,BNB
2017-11-21 00:00:00.000,1.57171927559821,3126575.47257824,155622212.354081,BNB
2017-11-22 00:00:00.000,1.60984260741505,4314236.94523044,159396955.930594,BNB
2017-11-23 00:00:00.000,1.55999317681984,6363226.93306694,154461164.409639,BNB
2017-11-24 00:00:00.000,1.69102104673283,9006421.31730949,167434757.921205,BNB
2017-11-25 00:00:00.000,1.85055461611236,9876816.02655487,183230814.759749,BNB
2017-11-26 00:00:00.000,1.84320442928677,5023436.49846158,182503043.3614,BNB
2017-11-27 00:00:00.000,1.96992379425731,5335874.68436242,195050034.564593,BNB
2017-11-28 00:00:00.000,1.98889715454395,4920545.99883393,196928662.860015,BNB
2017-11-29 00:00:00.000,1.78805621528696,14477217.1639228,177042598.100423,BNB
2017-11-30 00:00:00.000,2.00325216804839,10636605.0771692,198350010.167143,BNB
2017-12-01 00:00:00.000,2.09348995169993,7664189.33141666,207284814.077617,BNB
2017-12-02 00:00:00.000,2.11889373830539,3512076.32838115,209800144.60457,BNB
2017-12-03 00:00:00.000,2.26290697069717,7977301.98189213,224059470.79661,BNB
2017-12-04 00:00:00.000,2.57452340590756,11434113.281441,254913860.512531,BNB
2017-12-05 00:00:00.000,2.65744964704982,11769440.8704404,263124719.35299,BNB
2017-12-06 00:00:00.000,2.34737039411315,66.7141305131646,232422532.202719,BNB
2017-12-07 00:00:00.000,3.00045061574175,13305689.2586023,297086617.267054,BNB
2017-12-08 00:00:00.000,2.95203959474243,13897185.668649,292293248.433827,BNB
2017-12-09 00:00:00.000,2.67125320720871,7365209.8860576,264491465.058563,BNB
2017-12-10 00:00:00.000,2.57217578372836,5362096.64027372,254681413.05008,BNB
2017-12-11 00:00:00.000,2.78234713269591,7373520.41793812,275491318.996752,BNB
2017-12-12 00:00:00.000,2.700899078585,8214362.46996416,267426821.367015,BNB
2017-12-13 00:00:00.000,2.81828377633895,10658715.9066992,279049549.830425,BNB
2017-12-14 00:00:00.000,3.19699057790932,20455343.5796604,316546825.081114,BNB
2017-12-15 00:00:00.000,4.04070036534219,31262864.448455,400085905.973992,BNB
2017-12-16 00:00:00.000,4.6836672869537,33269923.4160523,463748632.750434,BNB
2017-12-17 00:00:00.000,5.96773445030832,67378649.5477165,590889258.862828,BNB
